,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id
152,21079,3,weyland-consortium,5,Might given form.,Le Vuong,,Code Gate,,tdatd,79,3,corp,"When the Runner encounters Oduduwa, place 1 advancement token on it. You may place X advancement tokens on another piece of ice. X is the number of advancement tokens on Oduduwa. Subroutine End the run. Subroutine End the run.",Oduduwa,"When the Runner encounters Oduduwa, place 1 advancement token on it. You may place X advancement tokens on another piece of ice. X is the number of advancement tokens on Oduduwa.
[subroutine] End the run.
[subroutine] End the run.",Oduduwa,ice,True,,7.0,,5.0,,,,weyland-consortium,Oduduwa,21079,116,523,1453.0,corp,1435
153,21092,3,haas-bioroid,4,,Donald Crank,,Sentry - Bioroid - Destroyer - AP,,win,92,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage unless the Runner trashes 1 installed resource. Subroutine Do 1 core damage unless the Runner trashes 1 installed piece of hardware. Subroutine Do 1 core damage unless the Runner trashes 1 installed program.,Kamali 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage unless the Runner trashes 1 installed resource.
[subroutine] Do 1 core damage unless the Runner trashes 1 installed piece of hardware.
[subroutine] Do 1 core damage unless the Runner trashes 1 installed program.",Kamali 1.0,ice,False,,6.0,,3.0,,,,haas-bioroid,Kamali 1.0,21092,113,810,1273.0,corp,1448
154,21095,3,jinteki,2,"""On one hand, I knew I shouldn't touch it. On the other, it was really shiny."" - Kabonesa Wu",Pavel Kolomeyets,,Barrier - AP,,win,95,3,corp,Subroutine Do 1 net damage. Subroutine End the run.,Envelope,"[subroutine] Do 1 net damage.
[subroutine] End the run.",Envelope,ice,False,,4.0,,3.0,,,,jinteki,Envelope,21095,128,572,1424.0,corp,1451
155,21099,3,weyland-consortium,2,"No matter which direction ze climbed, the blocks reshuffled, zipping in from left to right, bottom to top. It was going to be a long hike.",Pavel Kolomeyets,,Barrier,,win,99,3,corp,"Masvingo can be advanced. When you rez Masvingo, place 1 advancement token on it. Masvingo gains ""Subroutine End the run."" for each advancement token on it.",Masvingo,"Masvingo can be advanced.
When you rez Masvingo, place 1 advancement token on it.
Masvingo gains ""[subroutine] End the run."" for each advancement token on it.",Masvingo,ice,False,,3.0,,3.0,,,,weyland-consortium,Masvingo,21099,113,414,1526.0,corp,1455
156,21112,3,haas-bioroid,4,Defenses that last forever.,Ed Mattinian,,Sentry - NEXT - Destroyer - AP,,ka,112,3,corp,This rez cost of this ice is lowered by 1 credit for each other rezzed piece of NEXT ice. Subroutine Do 1 core damage. Subroutine Do 1 core damage. Subroutine Trash 1 installed Runner card.,NEXT Diamond,"This rez cost of this ice is lowered by 1[credit] for each other rezzed piece of <strong>NEXT</strong> ice.
[subroutine] Do 1 core damage.
[subroutine] Do 1 core damage.
[subroutine] Trash 1 installed Runner card.",NEXT Diamond,ice,False,,10.0,,6.0,,,,haas-bioroid,NEXT Diamond,21112,125,594,1410.0,corp,1468
157,21115,3,jinteki,3,,Andreas Zafiratos,,Sentry - AP,,ka,115,3,corp,Subroutine Do 1 net damage unless the Runner trashes the top 2 cards of the stack. Subroutine Do 2 net damage unless the Runner trashes the top 3 cards of the stack. Subroutine Do 3 net damage unless the Runner trashes the top 4 cards of the stack.,Mlinzi,"[subroutine] Do 1 net damage unless the Runner trashes the top 2 cards of the stack.
[subroutine] Do 2 net damage unless the Runner trashes the top 3 cards of the stack.
[subroutine] Do 3 net damage unless the Runner trashes the top 4 cards of the stack.",Mlinzi,ice,False,,7.0,,5.0,,,,jinteki,Mlinzi,21115,140,481,1479.0,corp,1471
158,21118,3,weyland-consortium,2,"INTRUDER ALERT!
INTRUDER ALERT!
INTRUDER NEUTRALIZED!",Andreas Zafiratos,,Sentry - Tracer,,ka,118,3,corp,"X is twice the number of ice protecting this server. Subroutine Trace[X]. If successful, give the Runner 2 tags. Subroutine Trace[X]. If successful, end the run.",Surveyor,"X is twice the number of ice protecting this server.
[subroutine]Trace[X]. If successful, give the Runner 2 tags.
[subroutine]Trace[X]. If successful, end the run.",Surveyor,ice,False,,5.0,,,,,,weyland-consortium,Surveyor,21118,91,116,1784.0,corp,1474
159,22028,3,haas-bioroid,3,You don't cross it—it crosses you.,Adam S. Doyle,,Barrier,,rar,28,3,corp,Subroutine Gain 4 credits and end the run unless the Runner adds this ice to their score area as an agenda worth -1 agenda point.,Meridian,[subroutine] Gain 4[credit] and end the run unless the Runner adds this ice to their score area as an agenda worth -1 agenda point.,Meridian,ice,False,,3.0,,4.0,,,,haas-bioroid,Meridian,22028,103,352,1568.0,corp,1504
160,22029,3,haas-bioroid,2,Banana who?,Liiga Smilshkalne,,Code Gate,,rar,29,3,corp,"Gatekeeper has +6 strength if you rezzed it this turn. Subroutine Draw up to 3 cards. Reveal up to 3 agendas in HQ and/or Archives, then shuffle those agendas into R&D. Subroutine End the run.",Gatekeeper,"Gatekeeper has +6 strength if you rezzed it this turn.
[subroutine] Draw up to 3 cards. Reveal up to 3 agendas in HQ and/or Archives, then shuffle those agendas into R&D.
[subroutine] End the run.",Gatekeeper,ice,False,,3.0,,0.0,,,,haas-bioroid,Gatekeeper,22029,97,110,1792.0,corp,1505
161,22038,3,jinteki,2,"""If the sysop offers you a link, it's because they want you to go there. But if you wanted to go where the sysop suggested, you wouldn't be trying to break in at all."" -How Not to Get Fragged",Adam S. Doyle,,Sentry,,rar,38,3,corp,"Subroutine You may place up to 3 advancement counters on 1 card installed in the root of a remote server. If you do, the Runner accesses that card unless they pay 3 credits.",Otoroshi,"[subroutine] You may place up to 3 advancement counters on 1 card installed in the root of a remote server. If you do, the Runner accesses that card unless they pay 3[credit].",Otoroshi,ice,False,,2.0,,5.0,,,,jinteki,Otoroshi,22038,123,534,1447.0,corp,1514
162,22039,3,jinteki,1,Step right up!,Adam S. Doyle,,Code Gate,,rar,39,3,corp,"When your turn begins and whenever the Runner passes this ice, you may swap this ice with another installed piece of ice. Subroutine End the run.",Thimblerig,"When your turn begins and whenever the Runner passes this ice, you may swap this ice with another installed piece of ice.
[subroutine] End the run.",Thimblerig,ice,False,,2.0,,0.0,,,,jinteki,Thimblerig,22039,106,135,1759.0,corp,1515
163,22045,3,nbn,3,"""I lost the staring contest. And all seven rematches."" -Kabonesa Wu",Liiga Smilshkalne,,Code Gate,,rar,45,3,corp,"When the Runner encounters this ice, choose a card type, then reveal all cards in the grip. For the remainder of this run, this ice gains ""Subroutine End the run unless the Runner takes 1 tag."" for each revealed card of the chosen type.",Peeping Tom,"When the Runner encounters this ice, choose a card type, then reveal all cards in the grip. For the remainder of this run, this ice gains ""[subroutine] End the run unless the Runner takes 1 tag."" for each revealed card of the chosen type.",Peeping Tom,ice,False,,4.0,,4.0,,,,nbn,Peeping Tom,22045,122,799,1279.0,corp,1521
164,22046,3,nbn,4,,Liiga Smilshkalne,,Sentry - AP,,rar,46,3,corp,"Subroutine Do 3 net damage if the Runner is tagged; otherwise, give the Runner 1 tag. Subroutine Gain 5 credits if the Runner is tagged; otherwise, give the Runner 1 tag. Subroutine End the run if the Runner is tagged; otherwise, give the Runner 1 tag.",Hydra,"[subroutine] Do 3 net damage if the Runner is tagged; otherwise, give the Runner 1 tag.
[subroutine] Gain 5[credit] if the Runner is tagged; otherwise, give the Runner 1 tag.
[subroutine] End the run if the Runner is tagged; otherwise, give the Runner 1 tag.
",Hydra,ice,False,,10.0,,6.0,,,,nbn,Hydra,22046,93,259,1642.0,corp,1522
165,22053,3,weyland-consortium,4,,Marius Siergiejew,,Barrier,,rar,53,3,corp,"Blockchain gains ""Subroutine The Corp gains 1 credit and the Runner loses 1 credit."" before all its other subroutines for every 2 faceup transaction operations in Archives. Subroutine The Corp gains 1 credit and the Runner loses 1 credit. Subroutine End the run.",Blockchain,"Blockchain gains ""[subroutine] The Corp gains 1[credit] and the Runner loses 1[credit]."" before all its other subroutines for every 2 faceup <strong>transaction</strong> operations in Archives.
[subroutine] The Corp gains 1[credit] and the Runner loses 1[credit].
[subroutine] End the run.",Blockchain,ice,False,,7.0,,4.0,,,,weyland-consortium,Blockchain,22053,107,606,1402.0,corp,1529
166,22054,3,weyland-consortium,2,"A place of decay and death, a plane out of phase, a place of monsters.",Liiga Smilshkalne,,Sentry - AP,,rar,54,3,corp,"Whenever the Runner approaches a server, you may rez this ice. If you do, move this ice to the innermost position protecting the approached server. The Runner moves to this ice and encounters it. Subroutine End the run unless the Runner suffers 2 net damage.",Formicary,"Whenever the Runner approaches a server, you may rez this ice. If you do, move this ice to the innermost position protecting the approached server. The Runner moves to this ice and encounters it.
[subroutine] End the run unless the Runner suffers 2 net damage.",Formicary,ice,False,,2.0,,2.0,,,,weyland-consortium,Formicary,22054,115,427,1518.0,corp,1530
167,25074,3,haas-bioroid,2,"I hear the shift of every bit amid the flow of the datastream. I hear the whispers of my mothers, and their commands are law. The realm beyond is forbidden.",Andreas Zafiratos,,Barrier - Bioroid - AP,,sc19,74,1,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine End the run. Subroutine End the run.,Heimdall 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.
[subroutine] End the run.",Heimdall 1.0,ice,False,,8.0,,6.0,,,,haas-bioroid,Heimdall 1.0,25074,120,642,1379.0,corp,61
168,25075,3,haas-bioroid,2,"My reputation would precede me, if any could speak of it.",Andreas Zafiratos,,Sentry - Bioroid - Tracer - Destroyer,,sc19,75,2,corp,"Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Trash 1 installed program. Subroutine Trash 1 installed program. Subroutine Trace[1]. If successful, do 1 core damage and give the Runner 1 tag.",Ichi 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed program.
[subroutine] Trash 1 installed program.
[subroutine] Trace[1]. If successful, do 1 core damage and give the Runner 1 tag.",Ichi 1.0,ice,False,,5.0,,4.0,,,,haas-bioroid,Ichi 1.0,25075,119,205,1676.0,corp,62
169,25077,3,haas-bioroid,3,Alan Turing laid the foundation for artificial intelligence by suggesting that you could teach a computer to be human.,Adam S. Doyle,,Code Gate,,sc19,77,1,corp,Turing has +3 strength while protecting a remote server. The Runner cannot use AI programs to break subroutines on Turing. Subroutine End the run unless the Runner spends click click click.,Turing,"Turing has +3 strength while protecting a remote server.
The Runner cannot use <strong>AI</strong> programs to break subroutines on Turing.
[subroutine] End the run unless the Runner spends [click][click][click].",Turing,ice,False,,4.0,,2.0,,,,haas-bioroid,Turing,25077,154,121,1777.0,corp,671
170,25078,3,haas-bioroid,2,My name is Viktor. Nice to meet you. Would you like to play a game?,Andreas Zafiratos,,Code Gate - Bioroid - AP,,sc19,78,2,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. Subroutine End the run.,Viktor 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage.
[subroutine] End the run.",Viktor 1.0,ice,False,,3.0,,3.0,,,,haas-bioroid,Viktor 1.0,25078,116,477,1481.0,corp,63
171,25093,3,jinteki,2,"Himitsu-Bako is a simple ice barrier that appears as a digital puzzle box. What makes it special is the ease with which it can be uninstalled and installed in a different server, throwing up barriers in unexpected places and giving any intruder a curious feeling of déjà vu.",Andrew Mar,,Barrier,,sc19,93,1,corp,1 credit: Add Himitsu-Bako to HQ. Subroutine End the run.,Himitsu-Bako,"1[credit]: Add Himitsu-Bako to HQ.
[subroutine] End the run.",Himitsu-Bako,ice,False,,2.0,,2.0,,,,jinteki,Himitsu-Bako,25093,109,397,1532.0,corp,301
172,25095,3,jinteki,2,"Forged by Ak.wa on 23.11.79-23. Filed 23.11.79-23.2 with #34k-lw3-21HH-4i.
//Samurai included.",Isuardi Therianto,,Sentry - AP,,sc19,95,2,corp,Subroutine Do 3 net damage.,Neural Katana,[subroutine] Do 3 net damage.,Neural Katana,ice,False,,4.0,,3.0,,,,jinteki,Neural Katana,25095,116,616,1398.0,corp,77
173,25097,3,jinteki,2,"""It's ice so dangerous it has safety protocols. Think about that."" -g00ru",Adam S. Doyle,,Sentry - AP,,sc19,97,2,corp,Subroutine End the run unless the Corp pays 1 credit. Subroutine Do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage.,Tsurugi,"[subroutine] End the run unless the Corp pays 1[credit].
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.",Tsurugi,ice,False,,6.0,,2.0,,,,jinteki,Tsurugi,25097,123,476,1482.0,corp,362
174,25098,3,jinteki,1,"Most runners do their business in full-sim, with their rigs wired directly into their brains. The setup has a large number of advantages, with the runner able to process data and input commands far faster than a traditional meat-bound system. But it also means greater risk.",Adam S. Doyle,,Barrier - AP,,sc19,98,1,corp,Subroutine Do 2 net damage. Subroutine End the run.,Wall of Thorns,"[subroutine] Do 2 net damage.
[subroutine] End the run.",Wall of Thorns,ice,False,,8.0,,5.0,,,,jinteki,Wall of Thorns,25098,120,741,1311.0,corp,78
175,25099,3,jinteki,2,"The 'cyber-war' is a war of information, and in a war of information, advance warning can be as good as a killing blow. -Michael Muhama, Musings on Cybercrime",Andrew Mar,,Code Gate - AP,,sc19,99,2,corp,Subroutine Look at the top card of R&D. You may add that card to the bottom of R&D. Subroutine Do 1 net damage.,Yagura,"[subroutine] Look at the top card of R&D. You may add that card to the bottom of R&D.
[subroutine] Do 1 net damage.",Yagura,ice,False,,1.0,,0.0,,,,jinteki,Yagura,25099,140,332,1586.0,corp,381
176,25112,3,nbn,2,,Liiga Smilshkalne,,Sentry - Tracer - Observer,,sc19,112,2,corp,"When the Runner encounters this ice, they must take 1 tag or end the run. Hosted power counter: Give the Runner 1 tag. Subroutine Trace[3]. If successful, place 1 power counter on this ice.",Data Raven,"When the Runner encounters this ice, they must take 1 tag or end the run.
<strong>Hosted power counter:</strong> Give the Runner 1 tag.
[subroutine] Trace[3]. If successful, place 1 power counter on this ice.",Data Raven,ice,False,,4.0,,4.0,,,,nbn,Data Raven,25112,111,107,1795.0,corp,88
177,25113,3,nbn,3,"A bright light blossomed, and then the console went dark. That's when she smelled smoke.",Mike Nesbitt,,Sentry - Tracer - AP,,sc19,113,1,corp,"Subroutine Trace[6]. If successful, trash 1 piece of hardware, do 2 meat damage (cannot be prevented), and end the run.",Flare,"[subroutine]Trace[6]. If successful, trash 1 piece of hardware, do 2 meat damage (cannot be prevented), and end the run.",Flare,ice,False,,9.0,,6.0,,,,nbn,Flare,25113,128,491,1471.0,corp,230
178,25131,3,weyland-consortium,2,"A symbol of commerce, but beware its bite.",Christina Davis,,Sentry - Tracer,,sc19,131,2,corp,"Subroutine Trace[3]. If successful, the Corp gains 3 credits. Subroutine Trace[2]. If successful, end the run.",Caduceus,"[subroutine] Trace[3]. If successful, the Corp gains 3[credit].
[subroutine] Trace[2]. If successful, end the run.",Caduceus,ice,False,,3.0,,3.0,,,,weyland-consortium,Caduceus,25131,124,346,1571.0,corp,132
179,25132,3,weyland-consortium,3,"""He had a bit of an ego, ol' Hadrian. His constructs live up to it though."" -g00ru",Liiga Smilshkalne,,Barrier,,sc19,132,1,corp,Hadrian's Wall can be advanced and has +1 strength for each advancement token on it. Subroutine End the run. Subroutine End the run.,Hadrian's Wall,"Hadrian's Wall can be advanced and has +1 strength for each advancement token on it.
[subroutine] End the run.
[subroutine] End the run.",Hadrian's Wall,ice,False,,10.0,,7.0,,,,weyland-consortium,Hadrian's Wall,25132,149,763,1300.0,corp,102
180,25135,3,weyland-consortium,2,"""Let me tell you a secret. There's no such thing as impenetrable ice. It has to allow access, or else why is the server on the Network in the first place? But that doesn't mean they have to make it easy."" -g00ru",Laura Wilson,,Barrier,,sc19,135,2,corp,Subroutine End the run. Subroutine End the run. Subroutine End the run.,Spiderweb,"[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.",Spiderweb,ice,False,,4.0,,2.0,,,,weyland-consortium,Spiderweb,25135,121,369,1554.0,corp,717
181,25144,3,neutral-corp,0,".//run/hunter-tr/return=true
client/sec256IPv7->confirm? /y
3926:0HB7:1001:2NB1:1601:7784:ERROR",Christina Davis,,Sentry - Tracer - Observer,,sc19,144,2,corp,"Subroutine Trace[3]. If successful, give the Runner 1 tag.",Hunter,"[subroutine] Trace[3]. If successful, give the Runner 1 tag.",Hunter,ice,False,,1.0,,4.0,,,,neutral-corp,Hunter,25144,123,744,1310.0,corp,112
182,25145,3,neutral-corp,0,"""There's nothing worse than seeing that beautiful blue ball of data just out of reach as your connection derezzes. I think they do it just to taunt us."" -Ele ""Smoke"" Scovak",Adam S. Doyle,,Barrier,,sc19,145,3,corp,Subroutine End the run.,Wall of Static,[subroutine] End the run.,Wall of Static,ice,False,,3.0,,3.0,,,,neutral-corp,Wall of Static,25145,143,460,1490.0,corp,113
183,26035,3,haas-bioroid,3,Old warriors have seen all the tricks; be forthright or fail.,Krembler,,Barrier - Destroyer,,df,35,3,corp,"This ice has -1 strength for each installed icebreaker. Subroutine Trash 1 program that is not a decoder, fracter, or killer. Subroutine End the run.",Hagen,"This ice has -1 strength for each installed <strong>icebreaker</strong>.
[subroutine] Trash 1 program that is not a <strong>decoder</strong>, <strong>fracter</strong>, or <strong>killer</strong>.
[subroutine] End the run.",Hagen,ice,False,,4.0,,6.0,,,,haas-bioroid,Hagen,26035,106,184,1697.0,corp,1725
184,26044,3,jinteki,3,,Krembler,,Sentry - AP - Observer,,df,44,3,corp,"When the Runner encounters this ice, choose a card type. For the remainder of the encounter, whenever you trash a card of that type with net damage from a subroutine on this ice, do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage. Subroutine Do 1 net damage.",Saisentan,"When the Runner encounters this ice, choose a card type. For the remainder of the encounter, whenever you trash a card of that type with net damage from a subroutine on this ice, do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.",Saisentan,ice,False,,5.0,,2.0,,,,jinteki,Saisentan,26044,125,234,1657.0,corp,1734
185,26050,3,nbn,2,You are the ONE BILLIONTH visitor!,NtscapeNavigator,,Code Gate - Advertisement,,df,50,3,corp,"When the Runner passes this ice, gain 1 credit. Subroutine Gain 2 credits. The Runner gains 1 credit.",Congratulations!,"When the Runner passes this ice, gain 1[credit].
[subroutine]Gain 2[credit]. The Runner gains 1[credit].",Congratulations!,ice,False,,1.0,,3.0,,,,nbn,Congratulations!,26050,119,776,1292.0,corp,1740
186,26051,3,nbn,1,"Though many countries attempted to regulate digital loot boxes in the early 21st century, GameNET has managed to circumvent any such laws via explicit, transparent percentage rates... and some very determined lobbyists.",Krembler,,Trap,,df,51,3,corp,Subroutine End the run unless the Runner pays 2 credits. Subroutine Reveal the top 3 cards of the stack. Add 1 of those cards to the grip and gain credits equal to its install or play cost. The Runner shuffles the stack. Trash this ice.,Loot Box,"[subroutine]End the run unless the Runner pays 2[credit].
[subroutine]Reveal the top 3 cards of the stack. Add 1 of those cards to the grip and gain credits equal to its install or play cost. The Runner shuffles the stack. Trash this ice.",Loot Box,ice,False,,0.0,,3.0,,,,nbn,Loot Box,26051,103,683,1349.0,corp,1741
187,26058,3,weyland-consortium,2,A choice occurs. The waveform collapses.,Krembler,,Code Gate,,df,58,3,corp,"While this ice is protecting HQ, the Runner cannot break more than 1 of its printed subroutines during each encounter. Subroutine The Runner loses 2 credits. Subroutine End the run.",Afshar,"While this ice is protecting HQ, the Runner cannot break more than 1 of its printed subroutines during each encounter.
[subroutine]The Runner loses 2[credit].
[subroutine]End the run.",Afshar,ice,False,,3.0,,1.0,,,,weyland-consortium,Afshar,26058,120,159,1734.0,corp,1748
188,26059,3,weyland-consortium,2,"Effective, Cheap, Durable. Pick two.",Krembler,,Barrier,,df,59,3,corp,"When the Runner encounters this ice, place 1 virus counter on it. This ice has -1 strength for each hosted virus counter. Subroutine End the run.",Sandstone,"When the Runner encounters this ice, place 1 virus counter on it.
This ice has -1 strength for each hosted virus counter.
[subroutine]End the run.",Sandstone,ice,False,,3.0,,6.0,,,,weyland-consortium,Sandstone,26059,132,428,1516.0,corp,1749
189,26060,3,weyland-consortium,3,,Iain Fairclough,,Sentry - Illicit - Destroyer - Tracer,,df,60,3,corp,"When you rez this ice, take 1 bad publicity. Subroutine Trash 1 installed Runner card. Subroutine Trace[6]. If successful, the Runner cannot steal or trash Corp cards for the remainder of the run.",Trebuchet,"When you rez this ice, take 1 bad publicity.
[subroutine] Trash 1 installed Runner card.
[subroutine] Trace[6]. If successful, the Runner cannot steal or trash Corp cards for the remainder of the run.",Trebuchet,ice,False,,7.0,,6.0,,,,weyland-consortium,Trebuchet,26060,125,323,1592.0,corp,1750
190,26065,3,neutral-corp,0,,N. Hopkins,,Mythic,,df,65,3,corp,"During runs on this server, you can rez this ice any time you could rez non-ice cards. Each piece of ice protecting this server has +1 strength. Subroutine The Runner loses 1 credit.",Rime,"During runs on this server, you can rez this ice any time you could rez non-ice cards.
Each piece of ice protecting this server has +1 strength.
[subroutine] The Runner loses 1[credit].",Rime,ice,False,,0.0,,0.0,,,,neutral-corp,Rime,26065,123,590,1412.0,corp,1755
191,26101,3,haas-bioroid,2,Each generation of design assistants makes a sysop's job easier. They need only speak and it will be so.,Krembler,,Sentry,,ur,101,3,corp,"Subroutine You may add 1 card from Archives to HQ. Subroutine You may install 1 card from Archives or HQ, ignoring all costs.",Drafter,"[subroutine] You may add 1 card from Archives to HQ.
[subroutine] You may install 1 card from Archives or HQ, ignoring all costs.",Drafter,ice,False,,3.0,,3.0,,,,haas-bioroid,Drafter,26101,130,129,1762.0,corp,1791
192,26102,3,haas-bioroid,5,The valiant do not hesitate.,Liiga Smilshkalne,,Sentry - Bioroid - AP - Destroyer,,ur,102,3,corp,Lose click: Break 1 subroutine on this ice. The Corp gets +1 allotted click for their next turn. Only the Runner can use this ability. Subroutine Do 2 core damage. Subroutine Trash 1 installed Runner card. Gain 3 credits. Subroutine End the run.,Tyr,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. The Corp gets +1 allotted [click] for their next turn. Only the Runner can use this ability.
[subroutine] Do 2 core damage.
[subroutine] Trash 1 installed Runner card. Gain 3[credit].
[subroutine] End the run.",Týr,ice,True,,10.0,,7.0,,,,haas-bioroid,Týr,26102,122,304,1606.0,corp,1792
193,26108,3,jinteki,1,$BMI.001 > Out of Memory Error,Janet Bruesselbach,,Code Gate - Observer,,ur,108,3,corp,"When the Runner encounters this ice, choose a card type. For the remainder of this encounter, whenever you reveal the grip with a subroutine on this ice, you may trash 1 revealed card of that type. Subroutine Reveal the grip. Subroutine Reveal the grip.",Engram Flush,"When the Runner encounters this ice, choose a card type. For the remainder of this encounter, whenever you reveal the grip with a subroutine on this ice, you may trash 1 revealed card of that type.
[subroutine] Reveal the grip.
[subroutine] Reveal the grip.",Engram Flush,ice,False,,2.0,,5.0,,,,jinteki,Engram Flush,26108,118,41,1912.0,corp,1798
194,26109,3,jinteki,3,"""The Konjin dons the mask of our fears, but what lies underneath?""
-Lat",Krembler,,Mythic - Psi,,ur,109,3,corp,"When the Runner encounters this ice, you and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, you may force the Runner to encounter another rezzed piece of ice. (When that encounter ends, if the run has not ended, finish encountering this ice.)",Konjin,"When the Runner encounters this ice, you and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, you may force the Runner to encounter another rezzed piece of ice. <em>(When that encounter ends, if the run has not ended, finish encountering this ice.)</em>",Konjin,ice,True,,3.0,,3.0,,,,jinteki,Konjin,26109,136,431,1515.0,corp,1799
195,26115,3,nbn,2,Free to Pay,Krembler,,Sentry,,ur,115,3,corp,"2 credits: Break 1 subroutine on this ice. Only the Runner can use this ability, and only if they are not tagged. Subroutine Add 1 installed Runner card to the grip. Subroutine Give the Runner 1 tag.",F2P,"<strong>2[credit]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability, and only if they are not tagged.
[subroutine] Add 1 installed Runner card to the grip.
[subroutine] Give the Runner 1 tag.",F2P,ice,False,,4.0,,5.0,,,,nbn,F2P,26115,121,347,1570.0,corp,1805
196,26116,3,nbn,3,[Pay 15 gems to access this content],N. Hopkins,,Barrier,,ur,116,3,corp,"When the Runner breaks a printed subroutine on this ice, they lose 1 credit. Subroutine End the run unless the Runner pays 3 credits. Subroutine End the run unless the Runner pays 3 credits.",Gold Farmer,"When the Runner breaks a printed subroutine on this ice, they lose 1[credit].
[subroutine] End the run unless the Runner pays 3[credit].
[subroutine] End the run unless the Runner pays 3[credit].",Gold Farmer,ice,False,,3.0,,1.0,,,,nbn,Gold Farmer,26116,106,34,1924.0,corp,1806
197,26123,3,weyland-consortium,2,"Thou slept not in thy house on earth.
Thou openest thy place in heaven.",Owen Sinodov,,Barrier,,ur,123,3,corp,"You can advance this ice. While there are 3 or more hosted advancement tokens, this ice has +3 strength and the Runner cannot break more than 1 of its printed subroutines during each encounter. Subroutine Gain 1 credit. Place 1 advancement token on an installed card. Subroutine End the run.",Akhet,"You can advance this ice.
While there are 3 or more hosted advancement tokens, this ice has +3 strength and the Runner cannot break more than 1 of its printed subroutines during each encounter.
[subroutine] Gain 1[credit]. Place 1 advancement token on an installed card.
[subroutine] End the run.",Akhet,ice,False,,3.0,,2.0,,,,weyland-consortium,Akhet,26123,137,175,1706.0,corp,1813
198,26124,3,weyland-consortium,2,,Krembler,,Sentry - Destroyer,,ur,124,3,corp,"You can advance this ice. It has +1 strength for each hosted advancement token. Subroutine Give the Runner 1 tag. If there are 3 or more hosted advancement tokens, instead give the Runner 2 tags. Subroutine Trash 1 installed program. If there are 3 or more hosted advancement tokens, instead trash 1 installed program and 1 installed resource.",Colossus,"You can advance this ice. It has +1 strength for each hosted advancement token.
[subroutine] Give the Runner 1 tag. If there are 3 or more hosted advancement tokens, instead give the Runner 2 tags.
[subroutine] Trash 1 installed program. If there are 3 or more hosted advancement tokens, instead trash 1 installed program and 1 installed resource.",Colossus,ice,False,,6.0,,4.0,,,,weyland-consortium,Colossus,26124,112,411,1526.0,corp,1215
199,26125,3,weyland-consortium,4,"""I don't know how Skorpios gets these designs past Brand Management.""
-Liz Campbell, VP Project Security",NtscapeNavigator,,Sentry - Tracer - Destroyer,,ur,125,3,corp,"While this ice is protecting HQ, it gains ""Subroutine Trace[3]. If successful, end the run."" after all its other subroutines. Subroutine Trace[4]. If successful, trash 1 installed program. Subroutine Trace[3]. If successful, trash 1 installed piece of hardware.",Winchester,"While this ice is protecting HQ, it gains ""[subroutine] Trace[3]. If successful, end the run."" after all its other subroutines.
[subroutine] Trace[4]. If successful, trash 1 installed program.
[subroutine] Trace[3]. If successful, trash 1 installed piece of hardware.",Winchester,ice,False,,4.0,,4.0,,,,weyland-consortium,Winchester,26125,137,333,1585.0,corp,1815
